Beginning training
global_step=999, episodic_return=27.00
global_step=2000, episodic_return=0.00
global_step=3001, episodic_return=4.00
global_step=4002, episodic_return=10.00
SPS: 4556
global_step=5003, episodic_return=19.00
SPS: 370
global_step=6004, episodic_return=44.00
SPS: 223
global_step=7005, episodic_return=20.00
SPS: 171
global_step=8006, episodic_return=46.00
SPS: 146
global_step=9007, episodic_return=114.00
SPS: 130
global_step=10008, episodic_return=0.00
SPS: 119
global_step=11009, episodic_return=68.00
SPS: 112
global_step=12010, episodic_return=176.00
SPS: 106
global_step=13011, episodic_return=984.00
SPS: 102
global_step=14012, episodic_return=0.00
SPS: 98
global_step=15013, episodic_return=0.00
SPS: 95
global_step=16014, episodic_return=0.00
SPS: 93
global_step=17015, episodic_return=0.00
SPS: 91
global_step=18016, episodic_return=0.00
SPS: 89
global_step=19017, episodic_return=0.00
SPS: 87
global_step=20018, episodic_return=0.00
SPS: 86
global_step=21019, episodic_return=11.00
SPS: 85
global_step=22020, episodic_return=213.00
SPS: 84
global_step=23021, episodic_return=0.00
SPS: 83
global_step=24022, episodic_return=977.00
SPS: 82
global_step=25023, episodic_return=959.00
SPS: 81
global_step=26024, episodic_return=0.00
SPS: 81
global_step=27025, episodic_return=0.00
SPS: 80
global_step=28026, episodic_return=5.00
SPS: 80
global_step=29027, episodic_return=0.00
SPS: 79
global_step=30028, episodic_return=0.00
SPS: 79
global_step=31029, episodic_return=386.00
SPS: 78
global_step=32030, episodic_return=8.00
SPS: 78
global_step=33031, episodic_return=128.00
SPS: 77
global_step=34032, episodic_return=849.00
SPS: 77
global_step=35033, episodic_return=85.00
SPS: 77
global_step=36034, episodic_return=19.00
SPS: 76
global_step=37035, episodic_return=21.00
SPS: 76
global_step=38036, episodic_return=5.00
SPS: 76
global_step=39037, episodic_return=336.00
SPS: 75
global_step=40038, episodic_return=231.00
SPS: 75
global_step=41039, episodic_return=9.00
SPS: 75
global_step=42040, episodic_return=118.00
SPS: 75
global_step=43041, episodic_return=321.00
SPS: 74
global_step=44042, episodic_return=304.00
SPS: 74
global_step=45043, episodic_return=959.00
SPS: 74
global_step=46044, episodic_return=985.00
SPS: 74
global_step=47045, episodic_return=19.00
SPS: 73
global_step=48046, episodic_return=35.00
SPS: 73
global_step=49047, episodic_return=379.00
SPS: 73
global_step=50048, episodic_return=968.00
SPS: 73
global_step=51049, episodic_return=0.00
SPS: 73
global_step=52050, episodic_return=380.00
SPS: 73
global_step=53051, episodic_return=456.00
SPS: 73
global_step=54052, episodic_return=0.00
SPS: 72
global_step=55053, episodic_return=184.00
SPS: 72
global_step=56054, episodic_return=20.00
SPS: 72
global_step=57055, episodic_return=975.00
SPS: 72
global_step=58056, episodic_return=0.00
SPS: 72
global_step=59057, episodic_return=51.00
SPS: 72
global_step=60058, episodic_return=0.00
SPS: 72
global_step=61059, episodic_return=0.00
SPS: 72
global_step=62060, episodic_return=239.00
SPS: 71
global_step=63061, episodic_return=0.00
SPS: 71
global_step=64062, episodic_return=0.00
SPS: 71
global_step=65063, episodic_return=971.00
SPS: 71
global_step=66064, episodic_return=13.00
SPS: 71
global_step=67065, episodic_return=0.00
SPS: 71
global_step=68066, episodic_return=958.00
SPS: 71
global_step=69067, episodic_return=45.00
SPS: 71
global_step=70068, episodic_return=919.00
SPS: 71
global_step=71069, episodic_return=0.00
SPS: 71
global_step=72070, episodic_return=0.00
SPS: 71
global_step=73071, episodic_return=0.00
SPS: 71
global_step=74072, episodic_return=554.00
SPS: 71
global_step=75073, episodic_return=884.00
SPS: 71
global_step=76074, episodic_return=733.00
SPS: 71
global_step=77075, episodic_return=936.00
SPS: 70
global_step=78076, episodic_return=52.00
SPS: 70
global_step=79077, episodic_return=0.00
SPS: 70
global_step=80078, episodic_return=975.00
SPS: 70
global_step=81079, episodic_return=961.00
SPS: 70
global_step=82080, episodic_return=965.00
SPS: 70
global_step=83081, episodic_return=912.00
SPS: 70
global_step=84082, episodic_return=561.00
SPS: 70
global_step=85083, episodic_return=940.00
SPS: 70
global_step=86084, episodic_return=9.00
SPS: 70
global_step=87085, episodic_return=698.00
SPS: 70
global_step=88086, episodic_return=958.00
SPS: 70
global_step=89087, episodic_return=0.00
